text,label
চারপাশের মানুষদের একটা বোঝা,1
ভাবলে আসতে সময় নেবে মন দ্রুত আসবে,0
পুরোনো ছবিগুলো সময় থেমে গিয়েছিল,0
ভালো পেতে আল্লাহর পূর্ণ বিশ্বাস পথ চলতে,0
জানি ভেতরের ব্যথা শেষ,1
নিজেকে হারিয়ে ফেলেছি নিজেকেও চিনতে,1
মিষ্টি কথাগুলো সবসময় কতটা ভাগ্যবান তোমাকে,0
অভ্যন্তরীণ শক্তিকে খুঁজে বের করুন সক্ষম,0
দীর্ঘদিন যাবত ডিপ্রেশনের মধ্য যাচ্ছি এভাবে বেঁচে সম্ভব উঠতেছে কীভাবে বেঁচে থাকার শক্তি পাব,1
বিশ্বাস রাখুন সবকিছু নিয়ন্ত্রণে সঠিক পথে চলেন,0
পাশে থাকলে পৃথিবীতে সবকিছু ভালোবাসাই প্রেরণা,0
আমারে দেখিবার আইসো শেষ জানাজার পরকালে তোমায় দেখার একটু স্বাদ জাগে,1
স্মৃতি কখনো মুছে বছরের বছর হাসি কান্না এনে,0
আসলে মানুষের জীবনে স্মৃতি যতবারই পড়ে ততবারই মেরে ফেলে সুন্দর জীবন মানুষের জীবন দুঃখে ভরা ভালো থাকুক ত্রিভূবনের মানুষগুলো সত্যি মানুষ কখনোই ভুলতে করতেই দুনিয়ার মানুষগুলো বড়ই স্বার্থপর ছেড়ে মায়া ত্যাগ পেছনে ইচ্ছাতেই ছেড়ে দিলাম দুনিয়া ভালো থাকুক সবাই,1
হঠাৎ যাই সত্যিই খেয়াল,1
যাত্রা চলছে প্রতিটি দিনই শেখার সুযোগ,0
অপমান অবহেলা লজ্জার সমস্যা স্তর পার তবেই ঘৃণার দ্বার প্রান্তে দাঁড়াতে দাড়িয়েও বাঁচতে চেয়েছিলাম একটা কুকুরের বাচ্চাও ব্যথা পেলে শব্দ উঠে মানুষ ভালো থেকো ভালোবাসারা,1
প্রতিটি প্রচেষ্টা মূল্যবান পরিশ্রম কখনো বিফলে,0
অনুভব ধীরে ধীরে অদৃশ্য যাচ্ছি,1
জানি প্রতিদিন নিজেকে বাঁচতে বাধ্য,1
একাকিত্ব মা বাবার বুলিং শুনতে শুনতে অতিষ্ঠ আমিযতক্ষন বিশ্ববিদ্যালয়ে থাকি ততক্ষণ ভালো থাকি করবো এভাবে চলতে পারেনা,1
পরিবারের ভালোবাসার বড় আশ্রয় সান্নিধ্যেই সবকিছু ভুলে শান্তি পাই,0
আকুতি মিনতি করেছি ভুলে ফাঁসির মঞ্চে দাঁড় করিয়েছে ভুলটা সম্পর্কে অবগতই ছিলাম ভাবতাম ভালো আছি সুখে আছি,1
আল্লাহ দুঃখের মুহূর্তেও হাসির সুযোগ,0
পথে চলবেন সঠিক জীবনের যেকোনো বাধা অতিক্রম সম্ভব,0
কখনো মানুষকে পরিপূর্ণ ভালোবাসা একটুও ভালোবাসা অবশিষ্ট পরিপূর্ণভাবে ভালোবাসলে পরিপূর্ণ নিঃস্ব ছোট বেলা একটু ভালোবাসা পাবার লালায়িত ছিলাম অকাতরে অপাত্রে ভালোবাসা গেছি বিনিময়ে ঘৃণা পেয়েছি ভালোবাসা পরম ভালোবাসলেই বোঝা,1
পরিকল্পনা সঠিক ব্যর্থ,0
তোমাকে এক মুহূর্ত ভাবতেও প্রতারণা তোমাকে একাধিকবার বলেছি কাছের মানুষের আঘাত পেলে সহ্য ক্ষমতা,1
সফলতা রাতারাতি আসে পরিশ্রম ধৈর্য একদিন ফল,0
পরিবারের ছোট ছোট মুহূর্তগুলোই জীবনের আসল সুখ কাটানো সময়ই প্রিয়,0
আল্লাহর পথে হাঁটলেই জীবনে শান্তি সুখ আসে,0
ক্লান্ত সবকিছুর,1
বুঝে হায় বিচ্ছেদে যন্ত্রনা,1
সেদিন বুঝিনি মানুষকে ভালোবাসা সবচেয়ে বড় পাপ মানুষই ভালোবাসার ঘৃণা মানুষকে ভালোবাসার কারণে পৃথিবীতে মানুষ পরিমাণ শাস্তি ভোগ তে অর্ধেকও করেনি ভালোবেসে আসার অপরাধে মানুষকে জীবন মূল্য নিজস্বতা হারিয়ে ফেলেছিলাম আসতে পারিনি পুরোপুরি বিলীন গেলাম দিনের নিঃস্ব সাহায্য এসব বুঝিনি শেষ প্রমাণিত বোকা,1
বিশ্বাস রাখুন প্রতিটি মুহূর্ত আশীর্বাদ আসে অনুভব দরকার,0
জানি বেঁচে আছি উদ্দেশ্য,1
আসলে মানুষের জীবনে স্মৃতি যতবারই পড়ে ততবারই মেরে ফেলে সুন্দর জীবন মানুষের জীবন দুঃখে ভরা ভালো থাকুক ত্রিভুবনের মানুষগুলো সত্যি মানুষ কখনোই ভুলতে দুনিয়ার মানুষগুলো বড়ই স্বার্থপর ছেড়ে মায়া ত্যাগ ইচ্ছেতেই ছেড়ে দিলাম দুনিয়া,1
অনুভব অস্তিত্বের মানেই,1
সবাই অবহেলা বন্ধুবান্ধব পরিবারপরিজন ছোটবড় শিক্ষকধর্মীয় হুজুর সকলে থাকলে খোঁজও নেয় সমাজ বিছিন্ন গেছি সবাই এমনভাবে অস্তিত্ব মতামত শুনারও সময় করাও জীবন্ত লাশ গেছি,1
ধৈর্য পরিশ্রমই জীবনের মূল মন্ত্র এগিয়ে চলুন,0
প্রতিটি পদক্ষেপ শিখতে সাহায্য এগিয়ে চলুন,0
যতবার ভালো থাকার ততবার ব্যর্থ হই,1
সবকিছু সঠিক সময়ে সঠিকভাবে ঘটবে ধৈর্য জরুরি,0
পরিবারের মিষ্টি কথাগুলো ছোট ছোট হাসিমজার মুহূর্তগুলোই জীবনের সবচেয়ে বড় সুখ এনে কাটানো প্রতিটি মুহূর্তই অমূল্য,0
কৃতজ্ঞতা জানাই পরিবার আত্মীয়স্বজন বন্ধুবান্ধব প্রিয় মানুষটাকেআমার কারো ক্ষোভরাগ অভিমান নেইযা করছি বাস্তবতার সাথে তাল মেলানোর জন্যই করছি হেরে গেছি ব্যর্থ ইচ্ছা বাবা মার সেবা যত্ন বাস্তবতা আসলেই কঠিন মেনে পারার দলেই পড়লাম মা পারলে মাফ দিয়ো,1
মূল্য টেরও পাবে যাই,1
চিৎকার চাই কণ্ঠস্বর হারিয়ে,1
আলোর অন্ধকার সফলতা আনার কঠোর পরিশ্রম প্রয়োজন,0
বন্ধুরা জীবনের অংশ লুকানোর প্রয়োজন কাটানো প্রতিটি মুহূর্তই জীবনের কঠিন সময় পার শক্তি,0
পরিস্থিতির মনোবল দৃঢ়তা পরীক্ষা এগিয়ে চলুন,0
পরিবারের পারলে সফলতার সবচেয়ে বড় উদাহরণ,0
হারিয়ে যাচ্ছি ভুল থাকি মাফ দিও প্রিয়জন সবকিছুর সমাধান আত্মহত্যা থাকতে বোঝেনা হারিয়ে সবাই খোঁজে,1
প্রিয় কষ্ট চল দুজনে মিলে আত্মহত্যা,1
জীবনের মুহূর্তগুলো হৃদয়ে চিরকাল তাজা পাশে পৃথিবীর সুখী,0
ভালোবাসা মানে কথা অপরের সবসময় পাশে,0
চাই জিজ্ঞাসা করুক কেমন আছি,1
পৃথিবীর সবচেয়ে বড় আশীর্বাদ আল্লাহর পথে চলা,0
জীবনে পরিবর্তন আনতে আল্লাহর দয়া সাহায্য সবসময় সাথে,0
মনোভাব জীবনকে সঠিক পথে চলতে থাকুন,0
ভালোবাসা মানে কেবল অনুভূতির আদানপ্রদান জীবনের পথে অপরকে শক্তি অপরের পাশে দাঁড়িয়ে কঠিন সময় পাড়ি তখনই সম্পর্কের আসল শক্তি ফুটে ওঠে,0
হয়ত সাপোর্ট থাকলে আজকে মৃত্যুটা হইত সেকেন্ড টাইমের প্রিপারেশন নেওয়ারও মানসিক শারীরিক শক্তি জীবনটা থেমে,1
প্রত্যেক দুঃখের আল্লাহ অগণিত সুখ পাঠান,0
লাগছে অস্তিত্বের মানে,1
কোথাও যায়গা বন্ধু,1
হাসির পেছনে লুকিয়ে অগণিত কষ্টের গল্প,1
সবকিছুর শেষ,1
ছোটবেলার স্কুলের সময়গুলো পড়ে খেলার মাঠ টিফিনের সময়ের হাসিমজা জীবন সহজ,0
ক্লান্ত অসহ্য রকমের ক্লান্ত,1
তোরা অপমান করছিস ভালো থাকিস তোরা সবাই ভালো থাকিস পৃথিবীতে সফর পর্যন্তই পৃথিবী আলহামদুলিল্লাহ বিদায় আলবিদা,1
কখনো হাল ছেড়ে দেবেন জীবনের সবচেয়ে বড় সাফল্য অপেক্ষা,0
ভালোবাসা কখনো পূর্ণতা লাভ হৃদয়ের গভীরে জমে জীবনের প্রতিটি স্তরে প্রতিফলিত,0
মায়ের মমতা বাবার ত্যাগের ভালোবাসা কোথাও পৃথিবীতে শিক্ষক,0
চাই কষ্টের শেষ,1
ব্যবহারে কষ্ট পেলে দয়া আমায় মাফ মৃত্যু কার কখন দুয়ারে আসে আল্লাহপাক সবাইকে ভালো রাখবেন,1
গত কিছুদিন আম্মু অসুস্থ পড়ল মায়ের চিকিত্সার ঢাকায় গেলাম পরীক্ষানিরীক্ষার মায়ের ওষুধ কিনব টাকা হাতে মামার ধার মাকে ওষুধ গাড়ি ভাড়া দিলাম,1
শৈশবে পুকুরে সাঁতার কাটতাম আজও পুকুরের জল দেখলে সময় থেমে,0
বাবা পারলে মাফ দিয়েন করব জীবনে কল্পনাও বাবা ফেলেছি পা ক্ষমা চাইব পারছি আব্বা গায়ে হাত দিয়েছি আব্বা ভালবাসি সঙ্গেই জীবনের বড় ভুলটা করছি,1
সিদ্ধান্ত নিয়েছি জীবন কঠিন সবসময় নিজেকে এগিয়ে রাখব,0
গুচ্ছ শেষ ভরসা জানি রেজাল্ট দেবে পরীক্ষাও মোটামুটি একটা আশা ভাগ্য আশাটাও পূরণ দিল,1
বন্ধুরা কষ্টে পাশে তারাই আসল বন্ধু,0
কথা সবসময় পৃথিবীর সবচেয়ে সুখী মানুষ,0
সবচেয়ে বড় সান্ত্বনা সম্পর্ক পাশে সঙ্গেই সম্ভব ওঠে,0
ভালোবাসা এক অনুভূতি কখনো মুছে,0
সময়ই সবচেয়ে বড় সম্পদ শিখেছি কিভাবে সময়ের সঠিক,0
বিশ্বাস রাখুন আল্লাহর সাহায্য আসবে অপেক্ষা করুন,0
ভুল থাকলে মাফ দিও সবাই দোয়া কইরো শান্তিতে থাকি অশান্তিতে দুজন এক থাকতে শেষ ইচ্ছা তানহার কবরের পাশে কবর,1
একমাত্র সঙ্গের মাঝে জীবনের সবচেয়ে গভীর সুখ যেটি মুহূর্তে চিরকালিত প্রতিটি ছোট হাসি প্রতিটি স্নেহ ভরা কথা অনন্ত সুখের জন্ম,0
যতদিন জীবন চলবে সম্পর্ক পথচলার শক্তি জয়ের পথে এগিয়ে কখনো একলা চলতে,0
বন্ধুত্ব এক সম্পর্ক হাসিমজা অপরের সুখদুঃখ ভাগাভাগি নাম বন্ধুদের সবসময় কৃতজ্ঞ,0
ভালো করেছি ব্যর্থ হয়েছি,1
একটা খালি শরীর ভেতরে প্রাণ,1
হাল ছেড়ে আল্লাহর ভরসা রাখুন সাফল্য হাতেই,0
মানুষের জীবনে ডিপ্রেশনের সূত্রপাত ডিপ্রেশনে ভোগা একজন মানুষ কিসের ভেতর আশেপাশের মানুষ অবস্থাটা চিন্তাও পারবে,1
মানুষের শেখা গল্প শোনা অভিজ্ঞতা এগুলো সবসময় মূল্যবান,0
প্রতিদিন শিখি জীবনের ক্লাস কখনো শেষ,0
একাকীত্বে ডুবে আছি বের উপায়,1
লাস্ট ক্লাস ৯১০ একটা সময় পার আসছি ডিসেম্বর মাস পরিক্ষা শেষ ফাইনাল পরিক্ষার দুনিয়ায় চিন্তাই থাকতো টেনশন নানু বারি যাবো কখন বেটমিন্টন ক্রিকেট ফুটবল খেলবো নিশ্চিত মন ডিসেম্বর আসলে ছুটি ছুটি ফ্লেভার জিবনে কখনই আসবে কখনই আসবে,1
চাই অনুভব করুক কষ্টটা দেখুক,1
বিপদের মুহূর্তগুলোতে অন্ধকার ভালোবাসার শক্তি এক আলোর জ্বলে ওঠে শক্তি সাহসী তোলে চলতে সাহায্য,0
মানুষেরা আপন মানুষের বুকে হাত রাখে যাবার সময় হৃদপিণ্ডটা ছিড়ে অন্যের জীবন এতো মূল্যহীন ভালো,1
ভিতরে মনুষ্যত্ব থাকলে শত শত ডিগ্রি অর্জন লাভ ভাই,0
জীবন তখনই সত্যিকারের সুখী আল্লাহকে স্মরণ পথে চলি,0
লক্ষ্যগুলো রেখেছি জীবনটা লক্ষ্যবিহীন চলার,0
বিয়ের প্রতিশ্রুতি তিন বছর ছাত্রীকে ধর্ষণের মেয়েকে বিয়ে ছাত্রীকে আত্মহত্যা বাধ্য প্রিয় শিক্ষক ভাগ্যবান ছাত্রী আল্লাহ আমায় মাফ করো দেশে শিক্ষক ছাত্রীর জীবনে আসুক সবাই আমায় মাফ সদ্য এসএসসি পাস একটা মেয়ে বিয়ের মানে এসব জানতামই ভদ্র স্যারকে বিশ্বাস করতাম বলতো শোনাতাম যাই ভাল থাক বিদায়,1
ভালো থেকো আব্বুআম্মু তোমাদের কষ্ট দিছি ক্ষমা দিও প্লিজ তোমাদের কষ্ট চাই তোমাদের ছেড়ে পৃথিবী ছেড়ে যাচ্ছি ভালো থেকো তোমরা ক্ষমা দিও তোমাদের কষ্ট দেয়ার,1
আল্লাহ জীবনে শান্তি ভালোবাসা পাঠান কৃতজ্ঞতা জানাই,0
চাই সকালে জাগতে চিরতরে ঘুমিয়ে চাই,1
ভালো আল্লাহর সাহায্য প্রয়োজন সময় দোয়া,0
চাই জড়িয়ে বলুক তোমাকে ছেড়ে যাবো,1
প্রতিটি কঠিন পরিস্থিতি শেষে সুখের আগমন আসে আল্লাহর ভরসা,0
অনিয়ম অবিচারের রোষানলে পড়ে মৃত্যু দায়ভার নিবে,1
সময়গুলো স্মৃতি হারাতে এক সম্পর্ক হৃদয়ে স্থায়ী সম্পর্ক কখনো মুছে,0
তোমাদেরও বলছি ভালো লাগলে সুন্দরভাবে আলাদা যাও চিট করো মিথ্যা বলো জানি বিশ্বাস অমায়িক মেয়ে আমিও এসব ভালোবেসে ছিলাম ভিতর বাহির এক হতো সবাই দোষ দেবে সবকিছুর ব্যাখ্যা করলাম,1
বন্ধুত্ব মানে মজা দুঃসময়ে পাশে দাঁড়ানো বন্ধুদের সঙ্গেই জীবনের প্রতিটি মুহূর্ত উপভোগ,0
আল্লাহর পথে চললে জীবন সুন্দর শান্তিপূর্ণ ওঠে,0
কখনো বেঁচে থাকার সর্বশেষ আশাটুকু সম্বলটুকু হারিয়ে ফেলেন হুট ধীরে ধীরে মৃত্যুকে অতি আপন কাছের কেবল দুমিনিট অপেক্ষা করিয়েন,1
জীবনের পথে সম্পর্ক অমূল্য রত্নের সাথে কাটানো মুহূর্তগুলো চিরকাল স্মৃতির অংশ,0
সবাই মাফ দিবেন আত্মহত্যার পথ বেছে নিয়েছি কিছুক্ষন আত্মহত্যা করবো চারপাশে ধারদেনা গেছি নিজেকে সামাল পারছি একটা লোন কথা আজকে,1
জানি কীভাবে বেঁচে থাকতে,1
বন্ধুত্ব এক শক্তি সবসময় পাশে বন্ধুরা জীবনের সবচেয়ে বড় উৎসাহ,0
হারিয়ে চাই খুঁজে পাবে,1
পরিকল্পনা সফলতার ধাপ আজকের পরিকল্পনাগুলোই ভবিষ্যতের ভিত্তি,0
প্রতিদিন একটু একটু নিজেকে বদলানোর করছি আজকের গতকালের ভালো,0
আল্লাহর সাহায্য সম্ভব সময় দোয়া করুন,0
দুঃখের আল্লাহ সুখ আশা হারাবেন,0
নবী হোসেন এসকে মামুনের ছোট ভাই দুইজন মিলে ইনকামের রাস্তা বন্ধ দিল দুনিয়াতে খেয়ে বাঁচার অধিকার যেহেতেু অধিকার বঞ্চিত হলাম বাঁচার সিদ্ধান্তই শ্রেয় চলার পথে অনেকের সাথে ভুলভ্রান্তি করেছি সবাই নিজগুনে ক্ষমা দিয়েন আত্মহত্যার মানুষগুলোই দায়ী,1
পাহাড়ে ওঠা কঠিন চূড়ায় পৌঁছানোর আনন্দই কষ্ট ভুলিয়ে জীবনও,0
আশেপাশের মানুষদের ক্লান্ত ফেলেছি আমিই সমস্যা,1
প্রতিটি অর্জন বড় স্বপ্ন শেখায়,0
হারিয়ে যাচ্ছি ভুল থাকি মাফ দিও প্রিয়জন সবকিছুর সমাধান আত্মহত্যা থাকতে বোঝেনা হারিয়ে সবাই খোঁজে,1
ক্লান্ত এক ক্লান্তি ঘুমিয়ে কাটানো,1
এভাবে বেঁচে থাকাটা অর্থহীন,1
বন্ধুরা পরিবার নিজেরা বেছে নিই জন্যই জীবনটা সুন্দর,0
কথা বললেই ঢাকা ম্যাচ এরিয়ায় ভালোভাবে বেঁচে থাকার যেই সংগ্রাম যুদ্ধ করেছি যুদ্ধে পরাজয় শিকার জীবন বাধ্য হলাম,1
বন্ধু কখনো পুরোনো কাটানো মুহূর্তগুলো সবসময় নতুনই,0
অনুভূতিগুলো এক অবিরাম বৃষ্টি কখনো থামে,1
সারাটা ঘরের একা একা থাকি মানুষের ফ্রেন্ড পাশে পাই প্রয়োজন বেস্ট ফ্রেন্ড ভাবতাম তাকেও পাশে পাই,1
জীবনটা কঠিন পুরোনো অর্জনগুলো এগুলোই চেষ্টার অনুপ্রেরণা,0
জীবনের এক পর্যায়ে দেখবেন বন্ধু,1
জীবন একটা নিরব যুদ্ধ প্রতিদিন হেরে যাচ্ছি,1
জীবনের প্রতিটি পদক্ষেপে শিখুন জীবনের সবচেয়ে বড় শিক্ষা অভিজ্ঞতা,0
আল্লাহর সাহায্য সম্ভব সময় দোয়া করুন,0
বইয়ের গন্ধ পুরোনো পৃষ্ঠার রঙ এগুলো সবসময় এক জগতে,0
নিজেকে প্রতিদিন আবিষ্কার মাঝেই জীবনের সৌন্দর্য,0
পরিস্থিতির শিকার কিছুর তানহার পরিবার পরিবার দায়ী এমনকি ভাইব্রাদার বন্ধুও দায়ী ইচ্ছেতে সত্যি বাচার ইচ্ছে,1
অনুভব কোথাও ফিট,1
ফেসবুকে ঘুরতে ছবি মনের ভেতর অন্যরকম হাহাকার তৈরি হয়এত লোকের একা বাসাই থাকলেই মনের ভেতর শূন্যতা লাগে ইন্ট্রোভার্ট একজন মানুষ পরিস্থিতিতে পরামর্শ দিতেন খুশি হতাম,1
দুঃখের কথা,1
বিশ্বাস ভালো,1
ছোটবোনের মিষ্টি কথাগুলো সবসময় কতটা ভাগ্যবান অপরকে,0
সত্যিকারের বন্ধু কষ্টের সময়েও পাশে ভাগ্যবান বন্ধু পেয়েছি,0
চোখে সবকিছু পাই জীবনের সবচেয়ে মূল্যবান অংশ,0
বই লিখতে করেছিলাম বইয়ের নাম রাখতে চেয়েছিলাম সুইসাইড বই লেখা শেষ করতেই সুইসাইড গেলাম বাবামা খারাপ সন্তানরা খারাপ এসব কথা শুনতে শুনতে বোর গেছি জীবন প্রমাণ চাই,1
নিজেকে বিশ্বাস করুন সম্ভব আত্মবিশ্বাস রাখেন,0
বন্ধুত্ব শক্তি সময় চলতে সাহায্য ধন্যবাদ বন্ধুদের,0
ভালো থেকো প্রিয় মাবাবা ভালো থেকো প্রিয় মানুষ ক্ষমা দিও আমায়,1
সত্যিই বোঝে,1
মুহূর্ত যেগুলো জীবনের এক স্বতন্ত্র চিত্র ওঠে সঙ্গেই জীবনের প্রতিটি রঙিন ওঠে,0
কখনো কখনো একাকিত্ব জীবনের প্রকৃত দিকগুলো বুঝতে সাহায্য,0
দিনশেষে একা একা একজন মানুষ,1
চারপাশের মানুষগুলোর ভিড়ে একাই হারিয়ে গেছি,1
পরিবার জীবনটা অসম্পূর্ণ ভালোবাসার আশ্রয় জীবনের ভিত্তি সান্নিধ্যেই জীবনের প্রতিটি চ্যালেঞ্জের মুখোমুখি সাহস পাই,0
পরিবারের ভালোবাসা এক আশ্রয় দুঃখকষ্ট দূর,0
আল্লাহর পথে চললেই সাফল্য শান্তি নিশ্চিত,0
মানুষের প্রশংসা পাওয়ার কাজের সন্তুষ্টি লাভ গুরুত্বপূর্ণ,0
আল্লাহর ভরসা রাখলে সহজ,0
জানি প্রতিদিন ব্যথা পাই,1
চাই ভাবুক কেবল চাই,1
জানি এখনো টিকে আছি,1
চাই জীবনে একটু শান্তি আসুক কখনো সম্ভব,1
ফ্রিল্যান্সিং টাকা উপার্জন করেছি দীর্ঘ সময় অসুস্থতার কারণে ঋণগ্রস্ত পড়ি কিছুটা সুস্থ ফ্রিল্যান্সিং পরবর্তীতে তিন মাস যেতেই অসুস্থ পড়ি এইজন্য বন্ধ রাখতে এদিকে আয় বন্ধ যাওয়ায় ঋণগ্রস্ত পরিবারে ব্যাপক অভাবঅনটন এছাড়া আইটি প্রতিষ্ঠানের পাওনা ১৭ লাখ টাকা পাওয়ায় হতাশাবোধে ভুগছি এসব কারণেই পৃথিবী ছেড়ে যাচ্ছি,1
এখনকার প্রচেষ্টা ভবিষ্যতে বড় সাফল্যে পরিণত,0
প্রতিদিন ছোট স্বপ্নের একধাপ এগোচ্ছি,0
ভালো থেকো আব্বুআম্মু তোমাদের কষ্ট দিছি ক্ষমা দিও প্লিজ তোমাদের কষ্ট চাইনা তোমাদের ছেড়ে পৃথিবী ছেড়ে যাচ্ছি ভালো থেকো তোমরা ক্ষমা দিও তোমাদের কষ্ট,1
ভালোবাসছিলাম শুনছিলাম পুরুষ মানুষ ভালোবাসা পাইলে কীভাবে ছোট করলা কীভাবে করছি করছি তোমাকে ভালোবেসে,1
একটা শূন্য দৃষ্টিতে তাকিয়ে থাকি ভালো লাগে,1
সুন্দরী পড়ায় ভালো গান সত্য ভালো অভিনেত্রী ভালো চিটার ইচ্ছা বিলিভ ইচ্ছা ভালোবেসে চিটার গিরি করো,1
আশা রাখুন আল্লাহ সময় সবচেয়ে ভালো পরিকল্পনা,0
নেতিবাচক কথা বলার ইতিবাচক পদক্ষেপ নেওয়াই আসল প্রতিদিন,0
বন্ধুত্ব সম্পর্ক সবসময় প্রেরণা,0
গলায় দড়ি দিলাম তুই রফিকের লাগি তুই আমারে কাবু লাশ বানাইলি তুই ভাল থাক বেইমান সফিকের এক টাকা আনছিলাম সুদে তিন টাকা সুদ দিয়েও সাড়ে তিন টাকা পায় রফিক সফিকের লাগি আত্মহত্যা করলাম ভাল থাক পরিবার মা ফাইজা আমায় ক্ষমা করো মা বাবা ভাই বোন তোমরা ক্ষমা করিও বউ তোমাকে বলার ইতি এক কাপুরুষ,1
পছন্দের শখগুলো সবসময় এগুলোই জীবনের রঙ,0
আশা রাখুন যেকোনো দুঃসময় শেষ দিনের,0
ভালো কাজের মনোযোগী হও আল্লাহর পক্ষ প্রতিটি ভালো কাজের পুরস্কার,0
সীমাবদ্ধতাগুলো জানি সেগুলো অতিক্রম,0
অভাব দারিদ্রতার ননএক্সিস্টেন্ট পারতাম ভালো লাগেনা হতাশাগ্রাস চতুর্দিক,1
বিশ্বাস সবকিছু অর্জন সম্ভব,0
মধ্যবিত্ত পরিবারের জন্ম ভালো আশা মহাপাপ নামে সরকারি চাকরি বেতনটা নামের ওপরই সাত বছর চাকরি এখনো বাড়িতে একটু কোথাও ছুটির সময়টাও চোরের থাকতে,1
বন্ধুত্ব এক শক্তি সবসময় জীবনকে সুন্দর তোলে,0
জীবনে মানুষ দরকার কথা বোঝা সবকিছু,0
সকালে উঠেই সঠিক চিন্তা দিনটি ভালো ইতিবাচক মনোভাব রাখুন,0
সময়ের থেমে মানে হাল ছেড়ে শক্তি সঞ্চয়ের প্রক্রিয়া,0
সম্ভব হইলে সবাই মাফ দিবেন আমিও বাঁচতে চাইছিলাম ক্লান্ত সম্ভব,1
ভালোবাসল কিসের বিয়ে করল শেষ চাইছি চুপ সমাধান থাকতে শ্বশুর শাশুড়িকে বারবার বলছি উনারা সমাধান পারত মৃত্যুর দায়ী বউ ৯টা বছর ১০০ ভালোবাসছি,1
দুঃখ পেয়েও ভালবাসা সত্যিই অসম্ভব দাঁড়িয়েছে একজন মানুষের একজন মানুষ কতো সহজে নিষ্ঠুরতা বিশ্বাস একটু ভালোবাসা এমনই সস্তা জিনিস এতো আবহেলা আচ্ছা মানুষের মানুষের আরচণ মানুষ সৃষ্টির সেরা জীব,1
হাসির সুখের কথা হাসি আসে ভালোবাসার অনুভূতিও প্রকাশিত,0
অতিরিক্ত ইমোশন অল্পেই মাথা গরম কিভাবে বাঁচতে সাথে যুদ্ধ পারছি অপর পাশের মানুষটা বোঝে খারাপ লাগে,1
আল্লাহ কখনো একা ছেড়ে সাহায্য সময়,0
প্রতিদিনের কাজগুলোই জীবনের বড় লক্ষ্য তৈরি,0
জীবনের শেষ,1
ভালোবাসার সাথে কাটানো মুহূর্তগুলো এক অদ্ভুত শান্তি এনে শব্দের বাইরে সময়গুলোর তুলনা কেবল অনুভব,0
কঠোর পরিশ্রম শিখিয়েছে সফলতা উপভোগ মজাটাই আলাদা,0
চাই মনের ভার শেষ যাক,1
অনুভূতিগুলো ধীরে ধীরে নিঃশেষ,1
পরিবারের ছোট ছোট মুহূর্তগুলোই জীবনের বড় সুখ এনে কাটানো সময়ই প্রিয়,0
দোয়া করুন আল্লাহ মঞ্জুর,0
জানি কতদিন নিজেকে এইভাবে টেনে পারবো,1
একসাথে পথচলা,1
ভাবিনি ফেসবুকের শেষ স্টেটাস সাইকো ছিলাম মানসিক সমস্যা ছিলো মেডিকেলটা এইখানে পিছিয়ে পড়া স্টুডেন্টদের জায়গাটা কঠিন আমিও পারছিলাম ফেসবুকে শেয়ার করিনা করলাম ফেসবুকের ৩০০ ফ্রেন্ডদের মাঝে ২০৩০ সাথে কথা হতোহয় সবাইকে ইনবক্স মানসিকতা মুহূর্তে ক্ষমাপ্রার্থী,1
আল্লাহ বিশ্বাস দয়ার অভাব জীবনে কখনো হতাশ,0
ব্যর্থ আপাতত পরবর্তী পদক্ষেপ নেব,1
চাই ভেতরের ব্যথা এক মুহূর্তে শেষ যাক,1
অপরের পাশে দাঁড়ানো ভালোবাসা কেবল অনুভূতির সীমাবদ্ধ শক্তির রূপে পরিণত,0
চাই থেমে যাক মনের কষ্ট,1
চাই চিনুক চাই অদৃশ্য,1
সময় টা খারাপ সংসার করতেছি মানুষ টার সাথে ঝগড়া মানুষ টা বাজে কথা সংসারে বদনজর লাগছে,1
মারা গেছি,1
শিখেছি কৃতজ্ঞ জীবনের সবচেয়ে বড় সম্পদ,0
একটা যন্ত্রণার গল্প শুনতে,1
জীবনটা অদ্ভুত ভাগ্য টা খারাপ একটু সুখ শান্তি আশা শুধুমাত্র ছোট্ট মেয়েটার মুখের তাকিয়ে বেঁচে আছি মাঝে মাঝে মেয়েটা আত্মহত্যা মহাপাপ থাকলে মেয়েটার ২ টো কারণেই বেঁচে আছিআমাকে দুনিয়ায় মেয়েটা ভালবাসে এইরকম জীবন ভালো লাগেনা,1
জীবন এতটা কঠিন,1
ভবিষ্যৎ অন্ধকার,1
আত্মবিশ্বাস ইমানের জীবন চললেই আল্লাহর রহমত আসবে,0
জীবনের সংগ্রামগুলোই সঠিক পথে পরিচালিত আল্লাহর পথেই সাফল্য নিহিত,0
আল্লাহর রহমতের ধারায় হারিয়ে জীবনে সুযোগ তৈরি,0
মিষ্টি কথাগুলো সবসময় কতটা ভাগ্যবান তোমাকে,0
জীবনের শেষ মুহূর্তেও আল্লাহর রহমত আসবে বিশ্বাস রাখুন,0
সবকিছুতেই হতাশাগ্রস্ত,1
ট্রাস্ট মি দুনিয়াতে সুন্দর হইলে আনারও দাম রিপিট আনারও দাম,1
